Èas (s);CO (%);CO2 (%);H2 (%);CH4 (%);O2 (%);Teplota (°C)
2883;7.556961;20.278227;12.653463;3.659078;2.723939;910.22
2884;8.686294;22.927977;12.312996;4.063133;0.385616;910.64
2885;8.683834;23.058375;12.207304;4.069313;0.183033;908.67
2886;8.657861;23.08279;12.132009;4.071144;0.11243;923.72
2887;8.647364;23.103644;12.079247;4.063921;0.068157;936.99
2888;8.641807;23.11898;12.011608;4.051815;0.039857;977.62
2889;8.629517;23.148278;11.948734;4.052629;0.02285;978.21
2890;8.628379;23.181206;11.90082;4.054053;0.011628;978.75
2891;8.660194;23.227976;11.891674;4.05385;0.004164;979.27
2892;8.675511;23.25531;11.865901;4.050696;0.000656;979.82
2893;8.701973;23.28064;11.842778;4.059038;0.000372;980.34
2894;8.72216;23.278599;11.841435;4.058123;0;980.81
2895;8.730438;23.240165;11.815749;4.05446;0;981.29
2896;8.722198;23.196758;11.774599;4.051815;0;996.13
2897;8.71907;23.16004;11.738999;4.038514;0;983.84
2898;8.723133;23.124753;11.727031;4.023217;0;944.18
2899;8.739562;23.095557;11.706715;4.022912;0;944.55
2900;8.755731;23.071771;11.696461;4.009903;0;944.95
2901;8.768142;23.030978;11.665917;3.986009;0;945.33
2902;8.776286;22.99192;11.633842;3.979982;0;945.68
2903;8.790611;22.951496;11.616695;3.971678;0;946.01
2904;8.791183;22.890153;11.58758;3.948497;0.000846;946.33
2905;8.787807;22.844915;11.569991;3.940613;0.002115;946.64
2906;8.799474;22.841081;11.58345;3.939519;0.002115;918
2907;8.823826;22.836929;11.610668;3.951981;0.002115;918.24
2908;8.842836;22.831544;11.614686;3.974209;0.002115;918.48
2909;8.859781;22.848043;11.594488;3.975798;0.001305;918.72
2910;8.884609;22.867887;11.591095;3.975188;0;918.98
2911;8.897738;22.854281;11.52;3.974679;0;919.29
2912;8.903155;22.84187;11.546619;3.962459;0;919.58
2913;8.907867;22.836141;11.529635;3.939901;0;919.88
2914;8.919235;22.842022;11.53552;3.938693;0;920.19
2915;8.939594;22.842416;11.543262;3.959941;0;920.52
2916;8.948667;22.82572;11.537006;3.962701;0;920.87
2917;8.959056;22.805826;11.534742;3.961289;0;956.86
2918;8.969489;22.779611;11.53374;3.959776;0;983.4
2919;8.98059;22.746816;11.532936;3.960768;0;1011.51
2920;8.988913;22.700377;11.521548;3.62;0;1011.91
2921;9.014606;22.668733;11.528455;3.934089;0;1012.28
2922;9.038601;22.623444;11.53638;3.934916;0;1012.65
2923;9.064504;22.582969;11.546833;3.939392;0;1013.01
2924;9.092416;22.536631;11.569218;3.940358;0;1035.95
2925;9.115604;22.513787;11.587946;3.964303;0;1047.51
2926;9.131041;22.50205;11.607763;3.981482;0;1047.83
2927;9.150116;22.507874;11.629844;3.992558;0;1012.58
2928;9.162323;22.504504;11.642997;4.013031;0;986.75
2929;9.16781;22.506443;11.649971;4.032945;0;959.33
2930;9.181366;22.48824;11.667895;4.036569;0;959.61
2931;9.205692;22.462274;11.686761;4.044237;0;959.89
2932;9.225096;22.438736;11.695784;4.060564;0;960.16
2933;9.236516;22.410538;11.706293;4.059852;0;960.46
2934;9.244012;22.373521;11.700454;4.059649;0;938.15
2935;9.230774;22.322771;11.673908;4.057767;0;927.18
2936;9.216449;22.268861;11.65907;4.055732;0;927.43
2937;9.215617;22.200703;11.682229;4.052375;0;927.66
2938;9.236713;22.133301;11.715255;4.052782;0;927.87
2939;9.254401;22.071278;11.736705;4.054104;0;928.13
2940;9.26273;22.040034;11.730164;4.05619;0.000605;928.35
2941;9.274168;22.023077;11.713241;4.061175;0.000605;928.55
2942;9.267556;22.01979;11.650515;4.054867;0.000874;928.73
2943;9.252557;22.046176;11.574722;4.049272;0.001313;928.91
2944;9.259697;22.079645;11.510963;4.053545;0.003607;929.09
2945;9.283114;22.121805;11.05;4.057105;0.005125;929.66
2946;9.332529;22.31202;11.732778;4.116693;0.006286;929.98
2947;9.594068;23.529133;12.719465;4.717557;0.009333;950.21
2948;10.522474;26.042759;14.231242;5.692465;0.013591;950.11
2949;12.03642;28.962373;16.098435;6.721672;0.012187;949.77
2950;13.786791;31.777435;18.093908;7.712069;0.010541;949.31
2951;15.459079;34.21198;19.920486;8.610109;0.009381;948.77
2952;16.811428;35.393812;20.950188;8.92051;0.006065;948.19
2953;17.303906;35.127561;21.421301;8.81124;0.001368;947.48
2954;17.106449;34.398932;21.536215;8.616225;0.000478;945.25
2955;16.704441;33.51359;21.835069;8.50356;0.00003;941.83
2956;16.726357;31.941156;22.700576;8.574732;0.00003;937.95
2957;16.936396;29.941326;23.96157;8.749935;0.00003;913.07
2958;17.111421;27.716318;25.360255;8.991949;0.00003;907.48
2959;17.051662;25.220654;26.567561;9.180453;0.00003;904.76
2960;16.652127;22.840668;27.203124;9.242991;0;898.32
2961;15.734021;21.398034;26.910012;9.085603;0;895.67
2962;14.662959;20.702353;26.088249;8.85951;0;892.41
2963;13.758243;20.449327;25.000871;8.597647;0.000181;887.34
2964;13.123886;20.599129;23.982725;8.399974;0.000181;884.23
2965;12.755302;20.953624;23.077813;8.31;0.000181;882.22
2966;12.483176;21.237022;21.345605;8.193858;0.112789;881.18
2967;11.523184;20.411312;20.554874;7.668236;1.181992;881.55
2968;11.204536;20.625522;19.960562;7.594254;1.282632;883.29
2969;10.967463;20.917586;19.422883;7.556868;1.288482;882.45
2970;10.720115;21.176411;18.88999;7.501312;1.28877;885.62
2971;10.429595;21.511487;18.752986;7.450917;1.178051;885.63
2972;9.960376;20.771834;16.855188;7.012541;2.022936;886.76
2973;9.265693;20.613664;16.002916;6.694027;2.476045;890.18
2974;8.84428;21.055067;15.029643;6.411156;2.499544;893.45
2975;8.460735;21.552662;14.050779;6.121953;2.511484;896.7
2976;8.132106;22.080478;13.634386;5.837544;2.519443;899.95
2977;8.711129;24.732163;14.238235;6.360483;0.635707;903.13
2978;8.94213;25.788519;13.642133;6.323682;0.058613;906.24
2979;8.867658;26.084589;13.219448;6.210356;0.02905;909.49
2980;8.801414;26.332318;12.853666;6.098644;0.017727;912.86
2981;8.758204;26.541728;12.54828;6.003172;0.010404;915.93
2982;8.724385;26.720186;12.286383;5.923111;0.006793;918.8
2983;8.691247;26.861774;12.031857;5.83865;0.006488;921.47
2984;8.646862;26.982323;11.789635;5.741664;0.006981;924.04
2985;8.591603;27.069143;11.550668;5.635777;0.006852;926.51
2986;8.518568;27.142025;11.28459;5.519716;0.00625;928.92
2987;8.431431;27.198962;11.015501;5.39019;0.0064;931.29
2988;8.344529;27.233677;10.743513;5.254915;0.006168;933.7
2989;8.262338;27.26162;10.444729;5.117937;0.006334;949.63
2990;8.190791;27.282316;10.130518;4.973927;0.009949;951.99
2991;8.141484;27.302319;9.885829;4.84557;0.013433;968.98
2992;8.126364;27.331769;9.682966;4.743358;0.016562;995.86
2993;8.12864;27.375564;9.515693;4.656087;0.021439;1025.54
2994;8.109604;27.416904;9.353826;4.581812;0.028647;1047.08
2995;8.091363;27.470165;9.301253;4.527463;0.030799;1056.11
2996;8.159776;27.619523;9.770362;4.647732;0.030657;1063.4
2997;8.647326;28.018365;10.996122;5.139059;0.0298;1066.98
2998;9.597597;28.710295;12.896916;5.968418;0.028895;1063.73
2999;10.841204;29.617102;15.297241;6.990746;0.024385;1045.42
3000;12.240845;30.66942;18.012403;8.171707;0.020634;1040.47
3001;13.690371;31.735218;20.369335;9.312103;0.021758;1025.2
3002;15.083495;32.55518;21.486713;9.861772;0.026236;1001.62
3003;16.268767;33.526064;21.218321;9.716324;0.033318;975.5
3004;17.291482;34.783926;20.078019;9.197531;0.045252;956.9
3005;18.440621;36.049247;18.550357;8.520269;0.05915;952.19
3006;19.646347;37.235243;16.61351;7.711459;0.072369;950.07
3007;20.191011;38.878297;14.537563;6.967628;0.087494;952.43
3008;19.377496;40.407477;11.509106;6.268939;0.101078;961.3
3009;16.686867;39.858839;8.589927;5.369806;0.105466;971.3
3010;13.492292;38.387619;5.703367;4.436733;0.108761;981.1
3011;10.033945;36.524048;3.018226;3.479271;0.113851;986.14
3012;6.807872;33.872014;0.923312;2.621859;0.116065;989.01
3013;4.695097;30.558256;0.530561;2.059284;0.120372;991.06
3014;4.364401;28.50957;0.471899;1.878664;0.139735;993.13
3015;4.265157;26.919105;0.429493;1.717169;0.178528;1006.94
3016;4.257191;25.268301;0.49877;1.588545;0.381977;1047.27
3017;4.271535;23.722329;0.557422;1.483574;0.481593;1044.25
3018;4.295339;22.284674;0.654675;1.396176;0.567246;1050.2
3019;4.343362;20.995511;0.773999;1.328996;0.646986;1046.75
3020;4.457031;19.875307;0.977559;1.297943;0.741163;1042.7
3021;4.629513;19.086824;1.134476;1.277114;0.67247;1038.34
3022;4.73;18.299014;1.346825;1.270515;0.677728;1034.09
3023;4.870166;18.039128;1.302746;1.286054;0.694025;1033.06
3024;5.211652;19.223618;1.116004;1.321735;0.70433;1036.36
3025;6.156601;21.118177;0.920877;1.462973;0.678702;1029.52
3026;7.677109;23.186941;0.940811;1.789079;0.647814;998.68
3027;9.924046;25.358382;1.17784;2.278371;0.639701;1013.8
3028;13.122735;27.163217;1.810905;2.868883;0.625399;1023.94
3029;16.505179;27.661759;2.657297;3.470052;0.60884;1047.01
3030;20.027157;27.696672;3.49413;4.019847;0.588529;1072.71
3031;22.845729;27.69814;4.145593;4.402692;0.567518;1100.99
3032;25.055299;27.652159;4.680628;4.638106;0.548903;1128.16
3033;26.421395;27.689347;5.259823;4.815763;0.52978;1146.16
3034;27.794211;27.083448;6.158961;4.968141;0.50804;1159.16
3035;27.717386;25.584208;7.214426;5.105602;0.485828;1168.75
3036;27.555173;24.1398;8.250238;5.254;0.463424;1174.39
3037;27.299457;22.857415;9.205393;5.408577;0.442306;1176.31
3038;26.923695;21.604684;10.006256;5.559925;0.426901;1174.53
3039;25.808324;21.031726;10.395604;5.704864;0.421656;1169.6
3040;25.4113;21.269289;10.654973;5.86674;0.421568;1162.47
3041;25.141814;21.382387;11.001691;6.032533;0.421103;1153.32
3042;24.985252;21.400393;11.372642;6.216752;0.420364;1145.93
3043;24.915428;21.408118;11.736369;6.40635;0.414806;1144.89
3044;24.916871;21.404863;12.113388;6.608689;0.402843;1144.82
3045;25.002057;21.388624;12.520452;6.828208;0.392239;1145.37
3046;25.146862;21.366428;12.893244;7.058713;0.377191;1146
3047;25.154956;21.428286;13.214194;7.290185;0.363482;1147.52
3048;25.133961;21.49846;13.557779;7.53684;0.351243;1148.58
3049;25.182518;21.623637;13.851207;7.809131;0.340449;1150.11
3050;25.114493;21.793315;14.077809;8.078536;0.3273;1150.68
3051;25.007474;21.986842;14.298317;8.351411;0.307617;1151.52
3052;24.950156;22.152807;14.567624;8.656306;0.279084;1152.18
3053;24.880598;22.324634;14.805676;8.974859;0.249362;1152.44
3054;24.725582;22.470228;15.026738;9.271157;0.221574;1152.93
3055;24.62515;22.553022;15.267043;9.562777;0.192972;1153.3
3056;24.527153;22.642455;15.480054;9.868638;0.17045;1154.33
3057;24.422728;22.757625;15.622342;10.143371;0.156174;1154.75
3058;24.329347;22.851197;15.750058;10.382549;0.14354;1155.19
3059;24.291021;22.94749;15.893547;10.635409;0.129424;1154.64
3060;24.26061;23.106779;16.050571;10.919653;0.113963;1155.31
3061;24.241828;23.248933;16.217961;11.17451;0.104745;1155.2
3062;24.266161;23.338162;16.476272;11.427956;0.092928;1154.76
3063;24.338668;23.454953;16.720966;11.699242;0.085312;1154.45
3064;24.361335;23.588034;16.939511;11.924712;0.083256;1154.42
3065;24.474216;23.734321;17.086154;12.129467;0.085414;1154.13
3066;24.49521;24.016988;17.202522;12.322435;0.086252;1152.85
3067;24.636633;24.39776;17.371524;12.581348;0.089027;1151.56
3068;24.923477;24.717781;17.642851;12.826668;0.090028;1150.23
3069;25.462973;25.03845;17.900068;13.076057;0.08684;1149.41
3070;25.91973;25.418466;18.101528;13.295144;0.080802;1149.01
3071;26.411139;25.813296;18.202748;13.515731;0.065095;1149.36
3072;26.512112;26.124117;18.013964;13.566862;0.052002;1149.67
3073;26.456084;26.578554;17.676315;13.609538;0.038139;1149.64
3074;26.18937;26.993291;17.404759;13.638759;0.025137;1149.04
3075;26.05365;27.239043;17.24393;13.641951;0.013749;1145.36
3076;26.454005;26.663129;18.255678;13.662272;0.013373;1140.77
3077;27.221946;24.453266;20.508984;13.799619;0.012492;1134.24
3078;27.676377;21.802274;23.269227;14.070345;0.012222;1126.19
3079;27.8215;19.014507;26.186357;14.36653;0.01177;1116.31
3080;27.791916;16.26726;29.276833;14.815397;0.011564;1104.56
3081;27.094467;14.156996;31.274951;15.20474;0.01128;1091.14
3082;25.926788;13.603997;32.032355;15.438692;0.012164;1076.63
3083;24.843652;13.372684;32.181495;15.479091;0.011975;1061.6
3084;23.825985;13.21981;31.800097;15.341807;0.012083;1045.69
3085;22.618663;13.07037;31.06571;14.996806;0.013756;1031.93
3086;21.461373;12.977784;30.020559;14.580199;0.014731;1018.82
3087;20.303886;12.92498;28.813767;14.102733;0.014836;1006.79
3088;19.124819;12.882292;27.370499;13.520118;0.015223;995.91
3089;17.984703;12.899153;25.961693;12.977774;0.01529;986.15
3090;16.866972;12.943088;24.287841;12.362275;0.01421;977.39
3091;15.676252;13.011227;22.696136;11.727891;0.013932;969.58
3092;14.608668;13.124426;21.128967;11.159912;0.013931;962.6
3093;13.649082;13.266281;19.747974;10.661096;0.014028;956.4
3094;12.750381;13.404639;18.378373;10.148889;0.014232;950.93
3095;11.963716;13.534916;17.275995;9.702604;0.015061;946.11
3096;11.315567;13.650067;16.215011;9.289164;0.015281;941.99
3097;10.696374;13.758339;15.212913;8.858595;0.016053;938.41
3098;10.16592;13.854111;14.265443;8.436673;0.016176;935.21
3099;9.742421;13.945648;13.520577;8.067676;0.015869;932.18
3100;9.44911;14.049946;12.910248;7.782542;0.014863;929.29
3101;9.242155;14.164486;12.494984;7.574086;0.014457;926.49
3102;9.153053;14.28803;12.264384;7.468568;0.012838;923.87
3103;9.075599;14.402621;12.078963;7.373641;0.011947;921.37
3104;8.993396;14.515585;11.883159;7.302215;0.012117;918.97
3105;8.860258;14.612298;11.630342;7.178538;0.012257;916.64
3106;8.711447;14.698399;11.316731;7.018365;0.011562;914.23
3107;8.557899;14.776877;11.002851;6.850347;0.012516;911.79
3108;8.421182;14.856448;10.760965;6.695553;0.012727;909.34
3109;8.342214;14.933107;10.525935;6.567857;0.012343;907.11
3110;8.235977;14.992085;10.242573;6.402357;0.012283;905.02
3111;8.10221;15.049047;9.980132;6.228171;0.012572;902.96
3112;8.004149;15.098665;9.757549;6.09174;0.011463;901.05
3113;7.87632;15.140647;9.333943;5.921076;0.011012;899.26
3114;7.702764;15.172374;7.345647;5.724116;0.010969;897.48
3115;7.586996;15.203484;5.447966;5.605258;0.011244;895.81
3116;7.513688;15.216957;3.606418;5.520085;0.010782;894.31
3117;7.401836;15.218693;1.717735;5.403643;0.011193;892.9
3118;7.186399;14.866481;0.187744;5.247082;0.497151;891.62
3119;6.303575;13.319409;1.864266;4.731532;2.60335;890.43
3120;6.12661;13.370757;3.280453;4.554078;2.757963;889.39
3121;5.929447;13.50633;4.640053;4.387242;2.797303;888.58
3122;5.716248;13.650449;5.971067;4.68;2.809294;887.83
3123;5.652076;14.151745;7.124803;4.122555;2.323338;887.07
3124;6.31247;15.848784;6.737195;4.440256;0.21678;886.44
3125;6.252805;15.954799;6.581554;4.405324;0.063312;887.32
3126;6.186745;16.044988;6.278101;4.343117;0.024941;889.26
3127;5.791069;17.03122;5.412737;4.300251;0.013333;892.23
3128;5.234376;18.334091;4.363411;4.182639;0.013746;896.11
3129;4.70841;19.690014;3.30738;4.054613;0.014941;900.78
3130;4.278408;21.102161;2.327144;3.952261;0.014434;906.15
3131;3.958635;22.492296;1.582644;3.898192;0.014261;912.15
3132;4.077505;23.011986;1.510828;3.881457;0.014962;918.73
3133;4.410052;22.888843;1.544588;3.930796;0.378398;925.82
3134;4.511882;21.99835;1.904028;3.903037;1.34992;933.41
3135;4.90916;22.164627;2.182888;4.098128;1.383597;940.04
3136;5.280713;22.342723;2.461381;4.310691;1.384626;946
3137;5.606234;22.497771;2.735974;4.526624;1.385443;951.44
3138;5.950365;23.011268;3.159543;4.83499;1.023474;956.27
3139;6.53518;24.270961;3.312721;5.291856;0.052608;960.68
3140;6.769888;24.437237;3.530264;5.554012;0.018822;964.72
3141;6.961559;24.541993;3.739607;5.806987;0.018534;968.47
3142;7.133386;24.614481;3.905167;6.056516;0.018911;971.81
3143;7.242268;24.613477;4.02806;6.239196;0.018334;974.94
3144;7.335159;24.572461;4.141438;6.411996;0.018547;977.95
3145;7.421629;24.495522;4.26132;6.57611;0.019383;980.64
3146;7.519626;24.434789;4.39454;6.733905;0.019642;983.23
3147;7.636754;24.403883;4.555267;6.916204;0.019527;985.59
3148;7.768551;24.401092;4.728252;7.132747;0.018988;987.85
3149;7.868284;24.394301;4.864188;7.319483;0.018448;989.92
3150;7.961709;24.37201;4.993485;7.490872;0.018464;991.86
3151;8.034191;24.329023;5.09729;7.648717;0.01836;993.71
3152;8.097473;24.296616;5.206486;7.800662;0.017358;995.61
3153;8.162402;24.290105;5.300428;7.962704;0.017908;997.55
3154;8.231508;24.303616;5.427371;8.113543;0.017772;999.25
3155;8.312548;24.376321;5.567731;8.299873;0.016403;1000.92
3156;8.380191;24.453667;5.669237;8.47959;0.01586;1002.51
3157;8.393435;24.472143;5.727828;8.574224;0.014616;1004.12
3158;8.389773;24.452338;5.78359;8.640081;0.012316;1005.78
3159;8.391776;24.453622;5.826067;8.724439;0.010932;1007.44
3160;8.363024;24.405301;5.822716;8.747507;0.008834;1008.98
3161;8.341261;24.351194;5.812578;8.774884;0.006918;1010.18
3162;8.225677;24.104176;5.619456;8.02;0.005549;1011.14
3163;8.02419;23.734925;5.482635;8.539521;0.005076;1011.9
3164;7.878641;23.39073;5.395372;8.477784;0.004393;1012.57
3165;7.768595;23.079306;5.370921;8.493463;0.005309;1013.18
3166;7.678495;22.770208;5.43643;8.564496;0.005861;1013.64
3167;7.729061;22.712095;5.725478;8.86199;0.006722;1013.98
3168;7.885889;22.808623;6.028356;9.261595;0.00854;1014.17
3169;8.014201;22.882981;6.30538;9.632131;0.009421;1014.35
3170;8.12426;22.9558;6.567231;9.980146;0.012584;1014.49
3171;8.215619;23.044838;6.76871;10.281048;0.015928;1014.91
3172;8.288851;23.137425;6.968272;10.541767;0.020213;1015.46
3173;8.34636;23.236579;7.093359;10.733069;0.025615;1015.86
3174;8.373242;23.323386;7.166858;10.862481;0.024856;1016.38
3175;8.375995;23.396631;7.232107;10.946942;0.025882;1016.9
3176;8.390873;23.475986;7.290266;11.033285;0.030395;1017.43
3177;8.377705;23.497762;7.264294;11.054419;0.035731;1018
3178;8.337109;23.453491;7.235001;11.032534;0.039357;1018.61
3179;8.312688;23.39939;7.247829;11.022133;0.042436;1019.09
3180;8.314671;23.358431;7.240673;11.040228;0.038458;1019.5
3181;8.298573;23.296701;7.26229;11.04787;0.030599;1019.64
3182;8.313896;23.283749;7.348755;11.131848;0.021059;1019.79
3183;8.349494;23.32514;7.478114;11.29787;0.011765;1020.17
3184;8.378646;23.382401;7.564965;11.471369;0.00901;1020.53
3185;8.368867;23.395035;7.646124;11.581999;0.008785;1020.8
3186;8.370349;23.432388;7.703581;11.715709;0.009668;1021.16
3187;8.349793;23.423284;7.754379;11.774102;0.010485;1021.43
3188;8.35102;23.445016;7.827151;11.830562;0.009979;1021.81
3189;8.372275;23.518407;7.950986;11.895172;0.009309;1022.13
3190;8.439455;23.675699;8.111261;12.048071;0.010051;1022.66
3191;8.48365;23.8232;8.189892;12.134032;0.009404;1023.3
3192;8.490129;23.961558;8.22739;12.17976;0.008055;1023.88
3193;8.467271;24.048295;8.190391;12.168849;0.013035;1024.4
3194;8.405051;24.049808;8.086413;12.079328;0.018178;1024.85
3195;8.310113;24.016454;7.94857;11.915938;0.022267;1025.28
3196;8.237154;23.989419;7.884369;11.75841;0.025414;1025.58
3197;8.217971;23.962976;7.850188;11.626251;0.026546;1025.83
3198;8.207519;23.943419;7.850035;11.515964;0.021034;1025.84
3199;8.20942;23.949878;7.914918;11.461819;0.017116;1025.95
3200;8.237929;23.966829;7.968357;11.448874;0.01746;1026.1
3201;8.224781;23.914896;7.837314;11.362366;0.013677;1026.56
3202;8.056565;23.495937;7.385062;10.804623;0.011729;1027.11
3203;7.872213;22.931582;6.963054;10.129701;0.011441;1027.68
3204;7.745261;22.338717;6.566274;9.475887;0.01022;1028.42
3205;7.643335;21.72035;6.257801;8.871769;0.004428;1029.19
3206;7.618678;21.182285;6.206194;8.445905;0.003411;1030.03
3207;7.778005;21.066543;6.542688;8.630785;0.003659;1030.92
3208;7.981699;21.137041;6.891065;9.016733;0.003341;1031.83
3209;8.136474;21.253197;7.219869;9.44458;0.002639;1032.66
3210;8.256895;21.388204;7.503765;9.861085;0.002229;1033.11
3211;8.339703;21.547976;7.955183;10.335079;0.002926;1033.02
3212;8.647377;22.192602;8.97604;11.604087;0.003043;1032.83
3213;9.057142;23.068376;9.98471;13.122967;0.004173;1032.59
3214;9.372864;23.935477;10.859464;14.572417;0.005575;1032.26
3215;9.559442;24.713521;11.563949;15.774169;0.006775;1031.97
3216;9.638524;25.356456;11.826395;16.627995;0.007418;1031.69
3217;9.373151;25.481163;11.313852;16.475134;0.008392;1031.46
3218;8.95491;25.322262;10.707425;15.9179;0.012349;1031.05
3219;8.53255;25.086009;10.07973;15.157449;0.020893;1030.51
3220;8.240542;24.906082;9.528796;14.536723;0.029231;1030.49
3221;7.976504;24.660107;8.887296;13.851818;0.042823;1031.13
3222;7.664685;23.81983;7.920142;12.492869;0.089409;1031.77
3223;7.34874;22.824067;7.068481;11.027283;0.133569;1032.55
3224;7.122253;21.839068;6.331361;9.654587;0.168514;1033.27
3225;6.952092;20.898626;5.722599;8.427403;0.190496;1033.96
3226;6.859639;20.109462;5.431755;7.523514;0.205306;1034.54
3227;7.001716;20.221231;6.773339;8.157338;0.183788;1034.77
3228;8.18421;22.061493;9.270805;11.584085;0.133899;1034.88
3229;9.70557;24.295001;12.092681;15.661135;0.082764;1034.92
3230;11.05207;26.470288;14.871744;19.685401;0.048924;1034.49
3231;12.178905;28.553333;17.414052;23.424342;0.018856;1033.51
3232;13.127268;30.431864;19.125895;26.576115;0.0009;1032.33
3233;13.055161;30.729663;19.149852;26.713818;0;1030.84
3234;12.499777;30.605331;18.830844;26.16869;0;1029.26
3235;11.865382;30.522721;18.312514;25.374274;0;1027.59
3236;11.36455;30.446036;17.816839;24.588823;0.000015;1025.95
3237;10.83978;30.485996;17.222598;23.691585;0.000045;1024.52
3238;10.394378;30.551688;16.583021;22.74235;0.000045;1023.36
3239;9.995415;30.632652;15.968404;21.798303;0.000045;1022.35
3240;9.682414;30.717131;15.398401;20.914862;0.000045;1021.47
3241;9.444583;30.814677;14.811708;20.157526;0.00003;1020.57
3242;9.120258;30.451078;13.814727;19.004731;0;1019.4
3243;8.522548;29.590468;12.527609;17.354697;0;1018.1
3244;7.931814;28.701228;11.234936;15.754675;0;1016.76
3245;7.359326;27.778589;9.934522;14.139445;0;1015.41
3246;6.831021;26.896883;8.696758;12.645425;0;1013.87
3247;6.356595;26.160555;7.914644;11.387506;0;1012.33
3248;6.221091;26.019546;7.552356;10.789186;0;1010.63
3249;6.159018;25.942301;7.224945;10.212788;0;1008.99
3250;6.095965;25.873946;6.930577;9.707957;0.00003;1007.34
3251;6.042245;25.784583;6.750404;9.289952;0.00003;1005.85
3252;6.048101;25.787247;6.694016;8.973625;0.00003;1004.84
3253;6.073584;25.845487;6.633706;8.711825;0.00003;1004.12
3254;6.079821;25.906092;6.580628;8.464013;0.00003;1003.44
3255;6.097707;25.96753;6.568711;8.250331;0;1003
3256;6.123368;26.060536;6.492297;8.0588;0;1002.88
3257;6.090706;26.093649;6.359388;7.837412;0.001531;1002.77
3258;6.045348;26.09679;6.226855;7.600637;0.001531;1002.94
3259;5.999926;26.088957;6.097323;7.374977;0.001546;1002.95
3260;5.965185;26.094393;5.987069;7.17293;0.001546;1003.05
3261;5.934412;26.114599;5.928153;6.998108;0.001546;1003.11
3262;5.945335;26.152327;5.916255;6.867374;0.000373;1003.06
3263;5.954981;26.16374;5.871332;6.724864;0.000015;1002.94
3264;5.947109;26.161668;5.847848;6.595719;0;1002.8
3265;5.927787;26.153389;5.755437;6.460114;0;1002.51
3266;5.883185;26.12165;5.680045;6.331973;0;1002.03
3267;5.840395;26.093058;5.556068;6.193342;0;1001.55
3268;5.758758;26.029655;5.41557;6.039807;0;1001.02
3269;5.694217;25.959716;5.304146;5.915786;0;1000.62
3270;5.658548;25.919247;5.267676;5.823645;0.00003;1000.13
3271;5.657493;25.893764;5.245545;5.747602;0.00006;999.66
3272;5.642081;25.857949;5.227127;5.667694;0.00006;999.19
3273;5.633485;25.861789;5.229614;5.600706;0.00006;998.75
3274;5.633485;25.878161;5.222569;5.531962;0.00006;998.26
3275;5.622638;25.898094;5.193388;5.457674;0.000045;997.81
3276;5.581298;25.89129;5.127081;5.374015;0;997.38
3277;5.564398;25.926298;5.151939;5.314262;0;997.39
3278;5.628748;25.990006;5.211913;5.267301;0;997.47
3279;5.682156;26.053841;5.272254;5.218191;0;997.53
3280;5.715008;26.107624;5.303068;5.170836;0;997.67
3281;5.735913;26.168064;5.336679;5.126114;0;997.87
3282;5.718142;26.182204;5.279426;5.077029;0;998.09
3283;5.633898;26.166913;5.183699;5.026572;0;998.08
3284;5.541032;26.151603;5.055734;4.982345;0;998.01
3285;5.450328;26.123125;4.946192;4.930679;0;998.06
3286;5.385952;26.088403;4.86548;4.890318;0;998.05
3287;5.350398;26.080939;4.811655;4.86486;0;997.59
3288;5.314882;26.066252;4.759335;4.841653;0;996.98
3289;5.287694;26.026171;4.728054;4.795138;0;996.54
3290;5.278978;25.999721;4.708074;4.764403;0;995.98
3291;5.273789;25.979661;4.690007;4.726979;0;995.32
3292;5.257182;25.954617;4.655663;4.687178;0;994.77
3293;5.238903;25.948157;4.617998;4.656214;0;994.4
3294;5.213229;25.955768;4.581762;4.639098;0;994.15
3295;5.189157;25.956868;4.549728;4.612534;0;993.75
3296;5.16239;25.97673;4.28;4.589518;0;993.64
3297;5.142724;25.988251;4.524545;4.562203;0;993.86
3298;5.201721;25.851069;4.654478;4.53438;0.00006;994.26
3299;5.288686;25.629796;4.823761;4.513907;0.00006;994.5
3300;5.37124;25.393943;5.015098;4.504002;0.00006;994.7
3301;5.448541;25.134133;5.22321;4.502679;0.00006;994.58
3302;5.630089;25.107327;5.879511;4.664746;0.00006;994.04
3303;6.319642;25.966863;7.069549;5.261006;0;993.37
3304;7.264489;27.409992;8.482715;6.041841;0;992.56
3305;8.26209;29.035599;9.914161;6.834566;0;991.87
3306;9.23724;30.780935;11.36312;7.65079;0;990.91
3307;10.08322;32.435356;12.300015;8.327302;0;989.55
3308;10.310547;33.26977;12.572196;8.534727;0;987.9
3309;10.241651;33.650549;12.63329;8.579933;0;986.21
3310;10.087486;33.874061;12.61681;8.600597;0;984.73
3311;9.934308;33.964651;12.480895;8.589648;0;983.66
3312;9.579966;33.436772;11.609767;8.225522;0;982.87
3313;8.769585;32.134645;10.365401;7.566571;0;982.25
3314;7.801219;30.627514;8.941335;6.818277;0.000045;981.89
3315;6.809868;29.057325;7.456944;6.04043;0.000045;981.33
3316;5.821995;27.529079;6.003626;5.256874;0.000045;980.87
3317;5.035718;26.530073;5.219111;4.787279;0.000045;980.51
3318;4.716104;26.295295;4.763216;4.607854;0.000045;980.3
3319;4.565322;26.280468;4.422007;4.495876;0.000015;980.22
3320;4.463784;26.335643;4.155588;4.412153;0.000091;979.99
3321;4.408557;26.372717;4.006926;4.340218;0.000091;979.78
